feature
(14 or 15)-methylpalmitate (a17:0 or i17:0)
(16 or 17)-methylstearate (a19:0 or i19:0)
(2 or 3)-decenoate (10:1n7 or n8)
(N(1) + N(8))-acetylspermidine
(S)-3-hydroxybutyrylcarnitine
"1,2-dilinoleoyl-GPC (18:2/18:2)"
palmitoyl dihydrosphingomyelin (d18:0/16:0)*
palmitoyl ethanolamide
palmitoyl sphingomyelin (d18:1/16:0)
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)
palmitoylcarnitine (C16)
palmitoylcholine
pantothenate
pentadecanoate (15:0)
pentose acid*
perfluorooctanesulfonate (PFOS)
perfluorooctanoate (PFOA)
phenol sulfate
phenylacetylglutamine
phenylalanine
phenyllactate (PLA)
phenylpyruvate
phosphate
phosphoethanolamine
phytanate
pipecolate
piperine
pregnanediol-3-glucuronide
pregnenediol disulfate (C21H34O8S2)*
pregnenediol sulfate (C21H34O5S)*
pregnenetriol disulfate*
pregnenetriol sulfate*
pregnenolone sulfate
pro-hydroxy-pro
proline
propionylcarnitine (C3)
pseudouridine
pyridoxal
pyridoxate
pyrraline
pyruvate
quinate
quinolinate
retinol (vitamin A)
ribitol
ribonate
salicylate
sarcosine
sebacate (C10-DC)
serine
spermidine
sphinganine
sphinganine-1-phosphate
"sphingomyelin (d17:1/14:0, d16:1/15:0)*"
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"
"sphingomyelin (d17:2/16:0, d18:2/15:0)*"
"sphingomyelin (d18:0/18:0, d19:0/17:0)*"
"sphingomyelin (d18:0/20:0, d16:0/22:0)*"
"sphingomyelin (d18:1/14:0, d16:1/16:0)*"
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"
"sphingomyelin (d18:1/18:1, d18:2/18:0)"
"sphingomyelin (d18:1/19:0, d19:1/18:0)*"
"sphingomyelin (d18:1/20:0, d16:1/22:0)*"
"sphingomyelin (d18:1/20:1, d18:2/20:0)*"
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"
"sphingomyelin (d18:1/24:1, d18:2/24:0)*"
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"
"sphingomyelin (d18:2/14:0, d18:1/14:1)*"
"sphingomyelin (d18:2/16:0, d18:1/16:1)*"
sphingomyelin (d18:2/18:1)*
"sphingomyelin (d18:2/21:0, d16:2/23:0)*"
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"
sphingomyelin (d18:2/23:1)*
"sphingomyelin (d18:2/24:1, d18:1/24:2)*"
sphingomyelin (d18:2/24:2)*
sphingosine
sphingosine 1-phosphate
stachydrine
stearate (18:0)
stearidonate (18:4n3)
stearoyl ethanolamide
stearoyl sphingomyelin (d18:1/18:0)
stearoylcarnitine (C18)
succinate
succinoyltaurine
succinylcarnitine (C4-DC)
sulfate of piperine metabolite C16H19NO3 (2)*
sulfate*
tartronate (hydroxymalonate)
taurine
taurochenodeoxycholate
taurocholenate sulfate*
taurolithocholate 3-sulfate
tetradecadienedioate (C14:2-DC)*
tetradecadienoate (14:2)*
tetradecanedioate (C14-DC)
theobromine
theophylline
thioproline
threonate
threonine
thyroxine
trans-4-hydroxyproline
trans-urocanate
tricosanoyl sphingomyelin (d18:1/23:0)*
tridecenedioate (C13:1-DC)*
trigonelline (N'-methylnicotinate)
trimethylamine N-oxide
tryptophan
tryptophan betaine
tyrosine
undecenoylcarnitine (C11:1)
urate
urea
uridine
valine
vanillylmandelate (VMA)
xanthine
ximenoylcarnitine (C26:1)*
